id,collection,bookNumber,bookName,chapterId,hadithNumber,text,gradedBy,grade
adab20,adab,1,Al-Adab Al-Mufrad,9,20,"Abdullah ibn 'Amr said, ""A man came to the Prophet, may Allah bless him and grant him peace, wanting to do jihad. The Prophet (ﷺ) asked, 'Are your parents alive?' 'Yes,' he replied. he said, 'Then exert yourself on their behalf.'""",Al-Albani,Sahih
adab21,adab,1,Al-Adab Al-Mufrad,10,21,"Abu Hurayra reported that the Prophet, may Allah bless him and grant him peace, said, ""May his nose be dusted (i.e. may he be disgraced), may his nose be dusted, may his nose be dusted."" They said, ""Messenger of Allah, who?"" He said, ""The one who lives to see his parents or one of them in old age, and (still) enters the Fire.""",Al-Albani,Sahih
adab22,adab,1,Al-Adab Al-Mufrad,11,22,"Mu'adh said, ""Bliss belongs to someone who is dutiful towards his parents. Allah Almighty will prolong his life.""",Al-Albani,Da'if
adab23,adab,1,Al-Adab Al-Mufrad,12,23,"Ibn 'Abbas mentioned the words of the Almighty, ""When one or both of them reach old age with you, do not say 'Ugh!' to them out of irritation and do not be harsh with them but speak to them with gentleness and generosity. Take them under your wing, out of mercy, with due humility and say: 'Lord, show mercy to them as they did in looking after me when I was small."" (17:23-24) He said, ""This was abrogated in Surat at-Tawba: 'It is not right for the Prophet (ﷺ) and those who have iman to ask forgiveness for the mushrikun even if they are close relatives after it has become clear to them that they are the Companions of the Blazing Fire.' (9:113)""",Al-Albani,Hasan
adab24,adab,1,Al-Adab Al-Mufrad,13,24,"Sa'id ibn Abi Waqqas said: ""Four ayats were revealed about me. The first was when my mother swore she would neither eat nor drink until I left Muhammad, may Allah bless him and grant him peace. Allah Almighty revealed, 'But if they try to make you associate something with Me about which you have no knowledge, do not obey them. Keep company with them correctly and courteously in this world' (31:15) The second was when I took a sword that I admired and said, 'Messenger of Allah, give me this!' Then the ayat was revealed: 'They will ask you about booty.' (8:1) The third was when I was ill and the Messenger of Allah, may Allah bless him and grant him peace, came to me and I said, 'Messenger of Allah, I want to divide my property. Can I will away a half?' He said, 'No.' 'A third?' I asked. He was silent and so after that it was allowed to will away a third. The fourth was when I had been drinking wine with some of the Ansar. One of them hit my nose with the jawbone of a camel. I went to the Prophet, may Allah bless him and grant him peace, and Allah Almighty revealed the prohibition of wine.""",Al-Albani,Sahih
adab25,adab,1,Al-Adab Al-Mufrad,13,25,"Asma' bint Abi Bakr said, ""In the time of the Prophet, may Allah bless him and grant him peace, my mother came to me hoping (I would be dutiful). I asked the Prophet, may Allah bless him and grant him peace, 'Do I have to treat her well?' 'Yes,' he replied.""",Al-Albani,Sahih
adab26,adab,1,Al-Adab Al-Mufrad,13,26,"Ibn 'Umar said, ""'Umar saw a silk robe for sale. He said, 'Messenger of Allah, would you buy this robe and wear it on Jumu'a and when delegations visit you?' He replied, 'Only a person who has no portion in the Next World could wear this.' Then the Messenger of Allah, may Allah bless him and grant him peace, was given some robes made of the same material. He sent one of the robes to 'Umar. 'Umar exclaimed, 'How can I wear it when you said what you said about it?' The Prophet (ﷺ) replied, 'I did not give it to you so that you could wear it. You can sell it or give it to someone.' 'Umar sent it to a brother of his in Makka who had not yet become Muslim.""",Al-Albani,Sahih
adab27,adab,1,Al-Adab Al-Mufrad,14,27,"Abdullah ibn 'Amr said that the Prophet, may Allah bless him and grant him peace, said, ""Reviling one's parents is one of the great wrong actions."" They asked, ""How could he revile them?"" He said, ""He reviles a man who then in turn reviles his mother and father.""",Al-Albani,Sahih
adab28,adab,1,Al-Adab Al-Mufrad,14,28,"Abdullah ibn 'Amr said, ""A man's reviling his father is one of the major wrong actions in the sight of Allah Almighty.""",Al-Albani,Hasan
adab29,adab,1,Al-Adab Al-Mufrad,15,29,"Abu Bakra reported that the Prophet, may Allah bless him and grant him peace, said, ""There is no wrong action more likely to bring punishment in this world in addition to what is stored up in the Next World than oppression and severing ties of kinship.""",Al-Albani,Sahih
adab30,adab,1,Al-Adab Al-Mufrad,15,30,"Imran ibn Husayn said, ""The Messenger of Allah, may Allah bless him and grant him peace, said, 'What do you say about fornication, drinking wine and theft?' 'Allah and His Messenger know best,' we replied. He stated, 'They are acts of outrage and there is punishment for them, but shall I tell you which is the greatest of the great wrong actions? Associating with Allah Almighty and disobeying parents.' He had been reclining, but then he sat up and said, 'and lying.'""",Al-Albani,Da'if
adab31,adab,1,Al-Adab Al-Mufrad,16,31,"Ibn 'Umar said, ""Making parents weep is part of disobedience and one of the major wrong actions.""",Al-Albani,Sahih
adab32,adab,1,Al-Adab Al-Mufrad,17,32,"Abu Hurayra reported that the Prophet, may Allah bless him and grant him peace, said, ""Three supplications are answered without a doubt: the supplication of someone who is oppressed, the supplication of someone on a journey, and the supplication of parents for their children.""",Al-Albani,Hasan
adab33,adab,1,Al-Adab Al-Mufrad,17,33,"Abu Hurayra reported that he heard the Messenger of Allah, may Allah bless him and grant him peace, say, ""No human child has ever spoken in the cradle except for 'Isa ibn Maryam, may Allah bless him and grant him peace, and the companion of Jurayj."" Abu Hurayra asked, ""Prophet of Allah, who was the companion of Jurayj?"" The Prophet (ﷺ) replied, ""Jurayj was a monk who lived in a hermitage. There was a cowherd who used to come to the foot of his hermitage and a woman from the village used to come to the cowherd.",Al-Albani,Sahih
adab34,adab,1,Al-Adab Al-Mufrad,18,34,"Abu Hurayra said, ""Neither Jew nor Christian has heard me and then not loved me. I wanted my mother to become Muslim, but she refused. I told her about it and she still refused. I went to the Prophet, may Allah bless him and grant him peace, and said, 'Pray to Allah for me.' He did so and I went to her. She was inside the door of the house and said, 'Abu Hurayra, I have become Muslim.' I told the Prophet, may Allah bless him and grant him peace, and I asked, 'Make supplication to Allah for me and my mother.' He said, 'O Allah, make people love Abu Hurayra and his mother.'""",Al-Albani,Hasan
adab35,adab,1,Al-Adab Al-Mufrad,19,35,"Abu Usayd said, ""We were with the Messenger of Allah, may Allah bless him and grant him peace, when a man asked, 'Messenger of Allah, is there any act of dutifulness which I can do for my parents after their death?' He replied, 'Yes. There are four things: Supplication for them, asking forgiveness for them, fulfilling their pledges, and being generous to friends of theirs. You only have ties of kinship through your parents.""",Al-Albani,Da'if
adab36,adab,1,Al-Adab Al-Mufrad,19,36,"Abu Hurayra said, ""The dead person can be raised a degree after his death. He said, 'My Lord, how is this?' He was told, 'Your child can ask for forgiveness for you.'""",Al-Albani,Hasan
adab37,adab,1,Al-Adab Al-Mufrad,19,37,"Ibn Sirin said, ""We were with Abu Hurayra one night and he said, 'O Allah, forgive Abu Hurayra and his mother and whoever asks for forgiveness for both of them.'"" Muhammad said, ""We used to ask for forgiveness for them so that we would be included in Abu Hurayra's supplication.""",Al-Albani,Sahih
adab38,adab,1,Al-Adab Al-Mufrad,19,38,"Abu Hurayra reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""When a person dies, all action is cut off for him with the exception of three things: sadaqa which continues, knowledge which benefits, or a righteous child who makes supplication for him.""",Al-Albani,Sahih
adab39,adab,1,Al-Adab Al-Mufrad,19,39,"Ibn 'Abbas reported that a man said, ""Messenger of Allah, my mother died without a will. Will it help her if I give sadaqa on her behalf?"" ""Yes,"" he replied.",Al-Albani,Sahih
adab40,adab,1,Al-Adab Al-Mufrad,20,40,"Abdullah ibn Dinar reported that Ibn 'Umar passed by a bedouin during a journey. The bedouin's father had been a friend of 'Umar's. The bedouin said, ""Am I not the son of so-and-so?"" He said, ""Yes, indeed."" Ibn 'Umar ordered that he be given a donkey which was following him. He also took off his turban and gave it to him, One of the men with him said, ""Wouldn't two dirhams be enough for him?"" He replied, ""The Prophet, may Allah bless him and grant him peace, said, 'Maintain what your father loved. Do not cut it off so that Allah puts out your light.""",Al-Albani,Da'if
adab41,adab,1,Al-Adab Al-Mufrad,20,41,"Ibn 'Umar reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""The strongest form of dutifulness is when a man maintains relations with the people his father loved.""",Al-Albani,Sahih
adab42,adab,1,Al-Adab Al-Mufrad,21,42,"Sa'd ibn 'Ubada az-Zurqi reported that his father said, ""I was sitting in the mosque in Madina with 'Amr ibn 'Uthman when 'Abdullah ibn Salam walked by, leaning on his nephew. 'Amr left the assembly and showed his concern for him."" Then Ibn Salam returned to them and said, ""Do what you like, 'Amr ibn 'Uthman,"" (and he said it two or three times) By the One who sent Muhammad, may Allah bless him and grant him peace, with the Truth, it is in the Book of Allah Almighty (and he said it twice), 'Do not cut off those your father has joined so that that extinguishes your light.'""",Al-Albani,Da'if
adab43,adab,1,Al-Adab Al-Mufrad,22,43,"Abu Bakr ibn Hazm reported that one of the Companions of the Prophet, may Allah bless him and grant him peace, said, ""It is enough that I tell you that the Messenger of Allah, may Allah bless him and grant him peace, said, 'Love is inherited.'""",Al-Albani,Da'if
adab44,adab,1,Al-Adab Al-Mufrad,23,44,"Abu Hurayra saw two men and said to one of them, ""Who is this man in relation to you?"" He is my father,"" he replied. He said, ""Do not call him by his own name nor walk in front of him nor sit down before him.""",Al-Albani,Sahih
adab45,adab,1,Al-Adab Al-Mufrad,24,45,"Shahr ibn Hawshab said, ""We went out with Ibn 'Umar and Salim said to him, 'Peace, Abu 'Abdu'r-Rahman.'""",Al-Albani,Da'if
adab46,adab,1,Al-Adab Al-Mufrad,24,46,"Abdullah ibn Dinar said reported that Ibn 'Umar said, ""But Abu Hafs 'Umar decided...""",Al-Albani,Sahih
adab47,adab,2,Al-Adab Al-Mufrad,25,47,"Kulayb ibn Manfa'a reported that his grandfather asked, ""Messenger of Allah, towards whom should I be dutiful?"" He replied, ""Your mother, your father, your sister and your brother. Then your mawla (client) has the next right against you and then your relatives who are connected.""",Al-Albani,Da'if
adab48,adab,2,Al-Adab Al-Mufrad,25,48,"Abu Hurayra said, ""When the following ayat was revealed ('Warn your near relatives' (26:214)), the Prophet, may Allah bless him and grant him peace, stood up and called out, saying, 'Banu Ka'b ibn Lu'ayy! Save yourselves from the Fire! Banu 'Abdu Manaf! Save yourselves from the Fire! Banu Hashim! Save yourselves from the Fire! Banu 'Abdu'l-Muttalib! Save yourselves from the Fire! Fatima, daughter of Muhammad! Save yourselves from the Fire! I do not have anything for you in respect to Allah except for the fact that you have ties of kinship.'""",Al-Albani,Sahih
adab49,adab,2,Al-Adab Al-Mufrad,26,49,"Abu Ayyub al-Ansari told him that a bedouin came to the Prophet, may Allah bless him and grant him peace, while he was travelling. He asked, ""Tell me what will bring me near to the Garden and keep me far from the Fire."" He replied, ""Worship Allah and do not associate anything with Him, perform the prayer, pay zakat, and maintain ties of kinship.""",Al-Albani,Sahih
adab50,adab,2,Al-Adab Al-Mufrad,26,50,"Abu Hurayra reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""Allah Almighty created creation. When He had finished it, ties of kinship rose up. Allah said, 'Stop!' They said, 'This is the place for anyone seeking refuge with You from being cut off' Allah said, 'Are you not content that I should maintain connections with the one who maintains connection with you and I should cut off the one who cuts you off?' It replied, 'Yes indeed, my Lord.' He said, 'You have that.'""",Al-Albani,Sahih
adab51,adab,2,Al-Adab Al-Mufrad,26,51,"Ibn 'Abbas spoke about the ayat, ""Give your relatives their due, and the very poor and travellers"" (17:26), and said, ""He begins by commanding the most pressing of the obligatory dues and He directs us to the best action if we have any money. He says: 'Give your relatives their due, and the very poor and travellers.' He also teaches us what we can say if we have nothing. He says, 'But if you do turn away from them, seeking the mercy you hope for from your Lord, then speak to them with words that bring them ease' (17:28) in the form of an excellent promise. Things are as they are, but they might change if Allah wills. 'Do not keep your hand chained to your neck' and not give anything, 'but do not extend it either to its full extent' and give all you have, 'so that you sit there blamed' as those who come to you later and find you have nothing will blame you, 'and destitute.' (17:29)"" He said, ""The person to whom you have given everything has made you destitute.""",Al-Albani,Da'if
adab52,adab,2,Al-Adab Al-Mufrad,27,52,"Abu Hurayra said, ""A man came to the Prophet, may Allah bless him and grant him peace, and said, 'Messenger of Allah! I have relatives with whom I maintain ties while they cut me off. I am good to them while they are bad to me. They behave foolishly towards me while I am forbearing towards them.' The Prophet (ﷺ) said, 'If things are as you said, it is as if you were putting hot ashes on them and you will not lack a supporter against them from Allah as long as you continue to do that.'""",Al-Albani,Sahih
adab53,adab,2,Al-Adab Al-Mufrad,27,53,"Abdu'r-Rahman ibn 'Awf heard the Messenger of Allah, may Allah bless him and grant him peace, say, ""Allah, the Almighty and Exalted, said, 'I am the Merciful (ar-Rahman). I have created ties of kinship and derives a name for it from My Name. If anyone maintains ties of kinship, I maintain connection with him, and I shall cut off anyone who cuts them off.'""",Al-Albani,Sahih
adab54,adab,2,Al-Adab Al-Mufrad,27,54,"Abu'l-'Anbas said, ""I visited 'Abdullah ibn 'Amr at al-Waht (some land of his in Ta'if). He said, 'The Prophet, may Allah bless him and grant him peace, pointed his finger towards us and said, ""Kinship (rahim) us derived from the All-Merciful (Rahman). When someone maintains the connections of ties of kinship, they maintain connection with him. If someone cuts them off, they cut him off. They will have an unfettered, eloquent tongue on the Day of Rising.""'""",Al-Albani,Sahih
adab55,adab,2,Al-Adab Al-Mufrad,27,55,"A'isha reported that the Prophet, may Allah bless him and grant him peace, said, ""Kinship (rahim) is derived from Allah. If anyone maintains ties of kinship Allah maintains ties with him. If anyone cuts them off, Allah cuts him off.""",Al-Albani,Sahih
adab56,adab,2,Al-Adab Al-Mufrad,28,56,"Anas ibn Malik reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""Anyone who wants to have his provision expanded and his term of life prolonged should maintain ties of kinship.""",Al-Albani,Sahih
adab57,adab,2,Al-Adab Al-Mufrad,28,57,"Abu Hurayra heard that the Messenger of Allah, may Allah bless him and grant him peace, say, ""Anyone who wants to have his provision expanded and his term of life lengthened should maintain ties of kinship.""",Al-Albani,Sahih
adab58,adab,2,Al-Adab Al-Mufrad,29,58,"Ibn 'Umar said, ""If someone fears his Lord and maintains ties of kinship, his term of life will be prolonged, he will have abundant wealth and his people will love him.""",Al-Albani,Hasan
adab59,adab,2,Al-Adab Al-Mufrad,29,59,"Ibn 'Umar said, ""Whoever has taqwa of his Lord and maintains ties of kinship, his term of life will be prolonged, his wealth will be abundant, and his family will love him.""",Al-Albani,Hasan
adab60,adab,2,Al-Adab Al-Mufrad,30,60,"It is reported that al-Miqdam ibn Ma'dikarib heard the Messenger of Allah, may Allah bless him and grant him peace, say, ""Allah enjoins you to be dutiful to your mothers. Then He enjoins you to be dutiful to your mothers. Then He enjoins you to be dutiful to your fathers. Then He enjoins you to be dutiful to your next closest relative and then to your next closest relative.""",Al-Albani,Sahih
adab61,adab,2,Al-Adab Al-Mufrad,30,61,"Abu Ayyub Sulayman, the mawla of 'Uthman ibn 'Affan, said, ""Abu Hurayra came to us on a Thursday evening, the night before Jumu'a. He said, 'Every individual who severs ties of kinship is constricted when he leaves us. No one left until he had said that three times. Then a young man went to one of his paternal aunts with whom he had severed ties two years previously. He went to her and she asked him, 'Nephew! What has brought you?' He replied, 'I heard Abu Hurayra say such-and-such.' She said, 'Go back to him and ask him why he said that.' Abu Hurayra said, 'I heard the Prophet, may Allah bless him and grant him peace, say, ""The actions of the children of Adam are presented before Allah Almighty on Thursday evening, the night before Jumu'a. He does not accept the actions of someone who has severed ties of kinship.""'""",Al-Albani,Da'if
adab62,adab,2,Al-Adab Al-Mufrad,30,62,"Ibn 'Umar said, ""Nothing that a man spends on himself and his family, anticipating a reward from Allah, will fail to be rewarded by Allah Almighty. He should begin with those whose support is his responsibility. If there is something left over, he should spend it on his next nearest relative and then the next nearest. If there is still something left over, he can give it away.""",Al-Albani,Da'if
adab63,adab,2,Al-Adab Al-Mufrad,31,63,"Abdullah ibn 'Awfa reported that the Prophet, may Allah bless him and grant him peace, said, ""Mercy does not descend on a people when there is someone among them who severs ties of kinship.""",Al-Albani,Da'if
adab64,adab,2,Al-Adab Al-Mufrad,32,64,"Jubayr ibn Mu'tim reported that he heard the Messenger of Allah, may Allah bless him and grant him peace, say, ""The one who severs ties of kinship will not enter the Garden.""",Al-Albani,Sahih
adab65,adab,2,Al-Adab Al-Mufrad,32,65,"Abu Hurayra reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""Ties of kinship (rahim) is derived from the All-Merciful (ar-Rahman). They say. 'My Lord! I have been wronged! My Lord! I have been cut off! My Lord! I have! I have!' Allah answers them, 'Are you not content that I cut off the one who cuts you off and I maintain connections with the one who maintains connections with you?'""",Al-Albani,Hasan
adab66,adab,2,Al-Adab Al-Mufrad,32,66,"Sa'id ibn Sam'an heard Abu Hurayra seeking refuge from the power of children and fools. Sa'id said, ""Ibn Hasana al-Juhani told me that he asked Abu Hurayra, 'What is the token of that?' He replied, 'That he severs ties of kinship, obeys someone who is in error, and disobeys the correct guide.'""",,
adab67,adab,2,Al-Adab Al-Mufrad,33,67,"Abu Bakra reported that the Messenger of Allah, may Allah bless him and grant him peace, said, ""There is no wrong action which Allah is swifter to punish in this world - in addition to the punishment which He has stored up for the wrongdoer in the Next World - than cutting off ties of kinship and injustice.""",Al-Albani,Sahih
adab68,adab,2,Al-Adab Al-Mufrad,34,68,"Abdullah ibn 'Amr reported that the Prophet, may Allah bless him and grant him peace, said, ""The one who maintains ties of kinship is not the one who reciprocates. The one who maintains ties of kinship is the one who, when his relatives cut him off, maintains ties of kinship.""",Al-Albani,Sahih
adab69,adab,2,Al-Adab Al-Mufrad,35,69,"Al-Bara' said, ""A bedouin came and said, 'Prophet of Allah! Teach me an action which will enable me to enter the Garden.' He said, ""The question is a broad one, even though you have asked it in only a few words. Free someone. Set a slave free.' He said, 'Are they not the same thing?' 'No,' he replied, 'Freeing someone is setting someone free yourself. Setting a slave free is to contribute to the price of setting him free. Lend an animal for milking which has a lot of milk and treat your relatives kindly. If you cannot do that, then command the good and forbid the bad. If you cannot do that, then restrain your tongue from everything except what is good.""",Al-Albani,Sahih
adab70,adab,2,Al-Adab Al-Mufrad,36,70,"Hakim ibn Hizam said to the Prophet, may Allah bless him and grant him peace, ""Do you think that the acts of worship which I used to do in the time of the Jahiliyya - maintaining relations with relatives, setting slaves free and sadaqa - will bring me a reward?"" Hakim said that the Messenger of Allah, may Allah bless him and grant him peace, said, ""When you become Muslim, you keep the good actions you have already done.""",Al-Albani,Sahih
adab71,adab,2,Al-Adab Al-Mufrad,37,71,"Ibn 'Umar said, ""'Umar saw a silk robe for sale. He said, 'Messenger of Allah, would you buy this robe and wear it on Jumu'a and when delegations visit you?' He replied, 'Only a person who has no portion in the Next World could wear this.' Then the Messenger of Allah, may Allah bless him and grant him peace, was given some robes made of the same material. He sent one of the robes to 'Umar. 'Umar exclaimed, 'How can I wear it when you said what you said about it?' The Prophet (ﷺ) replied, 'I did not give it to you so that you could wear it. You can sell it or give it to someone.' 'Umar sent it to one of his half-brothers by his mother who was still an idolater."" (see 26)",Al-Albani,Sahih
adab72,adab,2,Al-Adab Al-Mufrad,38,72,"Jubayr ibn Mut'im said that he heard 'Umar ibn al-Khattab say on the minbar, ""Learn your lineages so that you can maintain ties of kinship. By Allah, if there are some bad feelings between a man and his brother and he knows that there is kinship between him and that man, that will prevent him from breaking with him.""",,
adab73,adab,2,Al-Adab Al-Mufrad,38,73,"Ibn 'Abbas said, ""Keep a record of your lines of descent so that you can maintain ties of kinship. He will not make his relatives distant when they are close relatives, even if they live far away. He will not consider them to be close relatives if they are distant ones, even if they live near to him. Every time of kinship will come on the Day of Rising in front of each individual and testify on his behalf that he has maintained that tie of kinship if he did indeed maintain it. It will testify against him that he cut if off if he cut it off.""",,
adab74,adab,3,Al-Adab Al-Mufrad,39,74,"Abdu'r-Rahman ibn Habib said, ""'Abdullah ibn 'Umar asked me, 'Which clan are you from?' I replied, 'From Taym of Tamim.' He asked, 'One of themselves or one of their mawlas?' 'One of their mawlas,' I replied. He said, 'So why did you not say, 'One of their mawlas'?""",Al-Albani,Da'if
