id,collection,bookNumber,bookName,chapterId,hadithNumber,text,gradedBy,grade
bukhari11,bukhari,2,Bukhari,5,11," Narrated Abu Musa:

 Some people asked Allah's Messenger, ""Whose Islam is the best? i.e. (Who
 is a very good Muslim)?"" He replied, ""One who avoids harming the 
 Muslims with his tongue and hands.""",,Sahih
bukhari12,bukhari,2,Bukhari,6,12," Narrated 'Abdullah bin 'Amr:

 A man asked the Prophet (ﷺ) , ""What sort of deeds or (what qualities of) 
 Islam are good?"" The Prophet (ﷺ) replied, 'To feed (the poor) and greet 
 those whom you know and those whom you do not Know (See 
 Hadith No. 27).",,Sahih
bukhari13,bukhari,2,Bukhari,7,13," Narrated Anas:

 The Prophet (ﷺ) said, ""None of you will have faith till he wishes for his 
 (Muslim) brother what he likes for himself.""",,Sahih
bukhari14,bukhari,2,Bukhari,8,14," Narrated Abu Huraira:

 ""Allah's Messenger (ﷺ) said, ""By Him in Whose Hands my life is, none of you 
 will have faith till he loves me more than his father and his 
 children.""",,Sahih
bukhari15,bukhari,2,Bukhari,8,15," Narrated Anas:

 The Prophet (ﷺ) said ""None of you will have faith till he loves me more 
 than his father, his children and all mankind.""",,Sahih
bukhari16,bukhari,2,Bukhari,9,16," Narrated Anas:

 The Prophet (ﷺ) said, ""Whoever possesses the following three qualities 
 will have the sweetness (delight) of faith:

 1. The one to whom Allah and His Apostle becomes dearer than anything 
 else.

 2. Who loves a person and he loves him only for Allah's sake.

 3. Who hates to revert to Atheism (disbelief) as he hates to be thrown
 into the fire.""",,Sahih
bukhari17,bukhari,2,Bukhari,10,17," Narrated Anas:

 The Prophet (ﷺ) said, ""Love for the Ansar is a sign of faith and hatred 
 for the Ansar is a sign of hypocrisy.""",,Sahih
bukhari18,bukhari,2,Bukhari,11,18," Narrated 'Ubada bin As-Samit:

 who took part in the battle of Badr and was a Naqib (a person heading 
 a group of six persons), on the night of Al-'Aqaba pledge: Allah's 
 Apostle said while a group of his companions were around him, ""Swear 
 allegiance to me for:

 1. Not to join anything in worship along with Allah.

 2. Not to steal.

 3. Not to commit illegal sexual intercourse.

 4. Not to kill your children.

 5. Not to accuse an innocent person (to spread such an accusation 
 among people).

 6. Not to be disobedient (when ordered) to do good deed.""

 The Prophet (ﷺ) added: ""Whoever among you fulfills his pledge will be 
 rewarded by Allah. And whoever indulges in any one of them (except the
 ascription of partners to Allah) and gets the punishment in this 
 world, that punishment will be an expiation for that sin. And if one 
 indulges in any of them, and Allah conceals his sin, it is up to Him 
 to forgive or punish him (in the Hereafter)."" 'Ubada bin As-Samit 
 added: ""So we swore allegiance for these."" (points to Allah's 
 Apostle)",,Sahih
bukhari19,bukhari,2,Bukhari,12,19," Narrated Abu Said Al-Khudri:

 Allah's Messenger (ﷺ) said, ""A time will soon come when the best property of a Muslim will be sheep which he will take on the top of mountains and the places of rainfall (valleys) so as to flee with his religion from afflictions.""",,Sahih
bukhari20,bukhari,2,Bukhari,13,20," Narrated 'Aisha:

 Whenever Allah's Messenger (ﷺ) ordered the Muslims to do something, he used 
 to order them deeds which were easy for them to do, (according to 
 their strength and endurance). They said, ""O Allah's Messenger! We are not 
 like you. Allah has forgiven your past and future sins."" So Allah's 
 Apostle became angry and it was apparent on his face. He said, ""I am 
 the most Allah fearing, and know Allah better than all of you do.""",,Sahih
bukhari21,bukhari,2,Bukhari,14,21," Narrated Anas:

 The Prophet (ﷺ) said, ""Whoever possesses the following three qualities 
 will taste the sweetness of faith:

 1. The one to whom Allah and His Apostle become dearer than anything 
 else.

 2. Who loves a person and he loves him only for Allah's sake.

 3. Who hates to revert to disbelief (Atheism) after Allah has brought 
 (saved) him out from it, as he hates to be thrown in fire.""",,Sahih
bukhari22,bukhari,2,Bukhari,15,22," Narrated Abu Said Al-Khudri:

 The Prophet (ﷺ) said, ""When the people of Paradise will enter Paradise and
 the people of Hell will go to Hell, Allah will order those who have 
 had faith equal to the weight of a grain of mustard seed to be taken 
 out from Hell. So they will be taken out but (by then) they will be 
 blackened (charred). Then they will be put in the river of Haya' 
 (rain) or Hayat (life) (the Narrator is in doubt as to which is the 
 right term), and they will revive like a grain that grows near the 
 bank of a flood channel. Don't you see that it comes out yellow and 
 twisted""",,Sahih
bukhari23,bukhari,2,Bukhari,15,23," Narrated Abu Said Al-Khudri:

 Allah's Messenger (ﷺ) said, ""While I was sleeping I saw (in a dream) some 
 people wearing shirts of which some were reaching up to the breasts 
 only while others were even shorter than that. Umar bin Al-Khattab was
 shown wearing a shirt that he was dragging."" The people asked, ""How 
 did you interpret it? (What is its interpretation) O Allah's Messenger?""
 He (the Prophet (ﷺ) ) replied, ""It is the Religion.""",,Sahih
bukhari24,bukhari,2,Bukhari,16,24," Narrated 'Abdullah (bin 'Umar):

 Once Allah's Messenger (ﷺ) passed by an Ansari (man) who was admonishing
 his brother regarding Haya'. On that Allah's Messenger (ﷺ) said, ""Leave him 
 as Haya' is a part of faith.""",,Sahih
bukhari25,bukhari,2,Bukhari,17,25," Narrated Ibn 'Umar:

 Allah's Messenger (ﷺ) said: ""I have been ordered (by Allah) to fight against
 the people until they testify that none has the right to be worshipped
 but Allah and that Muhammad is Allah's Messenger, and offer the prayers 
 perfectly and give the obligatory charity, so if they perform that, 
 then they save their lives and property from me except for Islamic laws
 and then their reckoning (accounts) will be done by Allah.""",,Sahih
bukhari26,bukhari,2,Bukhari,18,26," Narrated Abu Huraira:

 Allah's Messenger (ﷺ) was asked, ""What is the best deed?"" He replied, ""To 
 believe in Allah and His Apostle (Muhammad). The questioner then 
 asked, ""What is the next (in goodness)? He replied, ""To participate in
 Jihad (religious fighting) in Allah's Cause."" The questioner again 
 asked, ""What is the next (in goodness)?"" He replied, ""To perform Hajj 
 (Pilgrim age to Mecca) 'Mubrur, (which is accepted by Allah and is 
 performed with the intention of seeking Allah's pleasure only and not 
 to show off and without committing a sin and in accordance with the 
 traditions of the Prophet).""",,Sahih
bukhari27,bukhari,2,Bukhari,19,27," Narrated Sa'd:

 Allah's Messenger (ﷺ) distributed (Zakat) amongst (a group of) people while 
 I was sitting there but Allah's Messenger (ﷺ) left a man whom I thought the 
 best of the lot. I asked, ""O Allah's Messenger! Why have you left that 
 person? By Allah I regard him as a faithful believer."" The Prophet (ﷺ) 
 commented: ""Or merely a Muslim."" I remained quiet for a while, but 
 could not help repeating my question because of what I knew about him.
 And then asked Allah's Messenger, ""Why have you left so and so? By 
 Allah! He is a faithful believer."" The Prophet (ﷺ) again said, ""Or merely 
 a Muslim."" And I could not help repeating my question because of what 
 I knew about him. Then the Prophet (ﷺ) said, ""O Sa'd! I give to a person 
 while another is dearer to me, for fear that he might be thrown on his
 face in the Fire by Allah.""",,Sahih
bukhari28,bukhari,2,Bukhari,20,28," Narrated 'Abdullah bin 'Amr:

 A person asked Allah's Messenger (ﷺ) . ""What (sort of) deeds in or (what 
 qualities of) Islam are good?"" He replied, ""To feed (the poor) and 
 greet those whom you know and those whom you don't know.""",,Sahih
bukhari29,bukhari,2,Bukhari,21,29," Narrated Ibn 'Abbas:

 The Prophet (ﷺ) said: ""I was shown the Hell-fire and that the majority of 
 its dwellers were women who were ungrateful."" It was asked, ""Do they 
 disbelieve in Allah?"" (or are they ungrateful to Allah?) He replied, 
 ""They are ungrateful to their husbands and are ungrateful for the 
 favors and the good (charitable deeds) done to them. If you have 
 always been good (benevolent) to one of them and then she sees 
 something in you (not of her liking), she will say, 'I have never 
 received any good from you.""",,Sahih
bukhari30,bukhari,2,Bukhari,22,30," Narrated Al-Ma'rur:

 At Ar-Rabadha I met Abu Dhar who was wearing a cloak, and his slave, 
 too, was wearing a similar one. I asked about the reason for it. He 
 replied, ""I abused a person by calling his mother with bad names."" The
 Prophet said to me, 'O Abu Dhar! Did you abuse him by calling his 
 mother with bad names You still have some characteristics of 
 ignorance. Your slaves are your brothers and Allah has put them under 
 your command. So whoever has a brother under his command should feed 
 him of what he eats and dress him of what he wears. Do not ask them 
 (slaves) to do things beyond their capacity (power) and if you do so, 
 then help them.' """,,Sahih
bukhari31,bukhari,2,Bukhari,22.1,31," Narrated Al-Ahnaf bin Qais:

 While I was going to help this man ('Ali Ibn Abi Talib), Abu Bakra met
 me and asked, ""Where are you going?"" I replied, ""I am going to help 
 that person."" He said, ""Go back for I have heard Allah's Messenger (ﷺ) 
 saying, 'When two Muslims fight (meet) each other with their swords, 
 both the murderer as well as the murdered will go to the Hell-fire.' I
 said, 'O Allah's Messenger! It is all right for the murderer but what 
 about the murdered one?' Allah's Messenger (ﷺ) replied, ""He surely had the 
 intention to kill his companion.""",,Sahih
bukhari32,bukhari,2,Bukhari,23,32," Narrated 'Abdullah:

 When the following Verse was revealed: ""It is those who believe and 
 confuse not their belief with wrong (worshipping others besides 
 Allah.)"" (6:83), the companions of Allah's Messenger (ﷺ) asked, ""Who is 
 amongst us who had not done injustice (wrong)?"" Allah revealed: ""No 
 doubt, joining others in worship with Allah is a great injustice 
 (wrong) indeed."" (31.13)",,Sahih
bukhari33,bukhari,2,Bukhari,24,33," Narrated Abu Huraira:

 The Prophet (ﷺ) said, ""The signs of a hypocrite are three:

 1. Whenever he speaks, he tells a lie.

 2. Whenever he promises, he always breaks it (his promise ).

 3. If you trust him, he proves to be dishonest. (If you keep something
 as a trust with him, he will not return it.)""",,Sahih
bukhari34,bukhari,2,Bukhari,24,34," Narrated 'Abdullah bin 'Amr:

 The Prophet (ﷺ) said, ""Whoever has the following four (characteristics) 
 will be a pure hypocrite and whoever has one of the following four 
 characteristics will have one characteristic of hypocrisy unless and 
 until he gives it up.

 1. Whenever he is entrusted, he betrays.

 2. Whenever he speaks, he tells a lie.

 3. Whenever he makes a covenant, he proves treacherous.

 4. Whenever he quarrels, he behaves in a very imprudent, evil and 
 insulting manner.""",,Sahih
bukhari35,bukhari,2,Bukhari,25,35," Narrated Abu Huraira:

 Allah's Messenger (ﷺ) said, ""Whoever establishes the prayers on the night of
 Qadr out of sincere faith and hoping to attain Allah's rewards (not to
 show off) then all his past sins will be forgiven.""",,Sahih
bukhari36,bukhari,2,Bukhari,26,36," Narrated Abu Huraira:

 The Prophet (ﷺ) said, ""The person who participates in (Holy battles) in 
 Allah's cause and nothing compels him to do so except belief in Allah 
 and His Apostles, will be recompensed by Allah either with a reward, 
 or booty (if he survives) or will be admitted to Paradise (if he is 
 killed in the battle as a martyr). Had I not found it difficult for my
 followers, then I would not remain behind any sariya going for Jihad 
 and I would have loved to be martyred in Allah's cause and then made 
 alive, and then martyred and then made alive, and then again martyred 
 in His cause.""",,Sahih
bukhari37,bukhari,2,Bukhari,27,37," Narrated Abu Huraira:

 Allah's Messenger (ﷺ) said: ""Whoever establishes prayers during the nights 
 of Ramadan faithfully out of sincere faith and hoping to attain 
 Allah's rewards (not for showing off), all his past sins will be 
 forgiven.""",,Sahih
bukhari38,bukhari,2,Bukhari,28,38," Narrated Abu Huraira:

 Allah's Messenger (ﷺ) said, ""Whoever observes fasts during the month of 
 Ramadan out of sincere faith, and hoping to attain Allah's rewards, 
 then all his past sins will be forgiven.""",,Sahih
bukhari39,bukhari,2,Bukhari,29,39," Narrated Abu Huraira:

 The Prophet (ﷺ) said, ""Religion is very easy and whoever overburdens 
 himself in his religion will not be able to continue in that way. So 
 you should not be extremists, but try to be near to perfection and 
 receive the good tidings that you will be rewarded; and gain strength 
 by worshipping in the mornings, the afternoons, and during the last hours of the nights."" (See Fath-ul-Bari, Page 
 102, Vol 1).",,Sahih
bukhari40,bukhari,2,Bukhari,30,40," Narrated Al-Bara' (bin 'Azib):

 When the Prophet (ﷺ) came to Medina, he stayed first with his grandfathers
 or maternal uncles from Ansar. He offered his prayers facing 
 Baitul-Maqdis (Jerusalem) for sixteen or seventeen months, but he 
 wished that he could pray facing the Ka'ba (at Mecca). The first 
 prayer which he offered facing the Ka'ba was the 'Asr prayer in the 
 company of some people. Then one of those who had offered that prayer 
 with him came out and passed by some people in a mosque who were 
 bowing during their prayers (facing Jerusalem). He said addressing 
 them, ""By Allah, I testify that I have prayed with Allah's Messenger (ﷺ) 
 facing Mecca (Ka'ba).' Hearing that, those people changed their 
 direction towards the Ka'ba immediately. Jews and the people of the 
 scriptures used to be pleased to see the Prophet (ﷺ) facing Jerusalem in 
 prayers but when he changed his direction towards the Ka'ba, during 
 the prayers, they disapproved of it.

 Al-Bara' added, ""Before we changed our direction towards the Ka'ba 
 (Mecca) in prayers, some Muslims had died or had been killed and we 
 did not know what to say about them (regarding their prayers.) Allah 
 then revealed: And Allah would never make your faith (prayers) to be 
 lost (i.e. the prayers of those Muslims were valid).' "" (2:143).",,Sahih
bukhari41,bukhari,2,Bukhari,31,41,"Narrated Abu Sa'id Al Khudri:
Allah's Messenger (ﷺ) said, ""If a person embraces Islam sincerely, then Allah shall forgive all his past sins, and after that starts the settlement of accounts, the reward of his good deeds will be ten times to seven hundred times for each good deed and one evil deed will be recorded as it is unless Allah forgives it.""",,Sahih
bukhari42,bukhari,2,Bukhari,31,42," Narrated Abu Huraira:

 Allah's Messenger (ﷺ) said, ""If any one of you improve (follows strictly) 
 his Islamic religion then his good deeds will be rewarded ten times to
 seven hundred times for each good deed and a bad deed will be recorded
 as it is.""",,Sahih
bukhari43,bukhari,2,Bukhari,32,43," Narrated 'Aisha:

 Once the Prophet (ﷺ) came while a woman was sitting with me. He said, ""Who
 is she?"" I replied, ""She is so and so,"" and told him about her 
 (excessive) praying. He said disapprovingly, ""Do (good) deeds which is
 within your capacity (without being overtaxed) as Allah does not get 
 tired (of giving rewards) but (surely) you will get tired and the best
 deed (act of Worship) in the sight of Allah is that which is done 
 regularly.""",,Sahih
bukhari44,bukhari,2,Bukhari,33,44," Narrated Anas:

 The Prophet (ﷺ) said, ""Whoever said ""None has the right to be worshipped 
 but Allah and has in his heart good (faith) equal to the weight of a 
 barley grain will be taken out of Hell. And whoever said: ""None has 
 the right to be worshipped but Allah and has in his heart good (faith)
 equal to the weight of a wheat grain will be taken out of Hell. And 
 whoever said, ""None has the right to be worshipped but Allah and has 
 in his heart good (faith) equal to the weight of an atom will be taken
 out of Hell.""",,Sahih
bukhari45,bukhari,2,Bukhari,33,45," Narrated 'Umar bin Al-Khattab:

 Once a Jew said to me, ""O the chief of believers! There is a verse in 
 your Holy Book Which is read by all of you (Muslims), and had it been 
 revealed to us, we would have taken that day (on which it was revealed
 as a day of celebration."" 'Umar bin Al-Khattab asked, ""Which is that 
 verse?"" The Jew replied, ""This day I have perfected your religion For 
 you, completed My favor upon you, And have chosen for you Islam as 
 your religion."" (5:3) 'Umar replied,""No doubt, we know when and where 
 this verse was revealed to the Prophet. It was Friday and the Prophet (ﷺ) 
 was standing at 'Arafat (i.e. the Day of Hajj)""",,Sahih
